Removed Pin From Net: NetName=VCC_Sense Pin=R24-1
Removed Pin From Net: NetName=Ard_A7 Pin=R24-2
Removed Pin From Net: NetName=V12P0_Sense Pin=R25-1
Removed Pin From Net: NetName=Ard_A0 Pin=R25-2
Removed Pin From Net: NetName=V5P0_S_Sense Pin=R26-1
Removed Pin From Net: NetName=Ard_A1 Pin=R26-2
Removed Pin From Net: NetName=V5P0_Sense Pin=R27-1
Removed Pin From Net: NetName=Ard_A2 Pin=R27-2
Removed Pin From Net: NetName=V3P3 Pin=R28-1
Removed Pin From Net: NetName=Ard_A3 Pin=R28-2
Removed Member From Class: ClassName=Designator Member=R27
Removed Member From Class: ClassName=Designator Member=R28
Removed Member From Class: ClassName=R25_Nets Member=Ard_A0
Removed Member From Class: ClassName=R26_Nets Member=Ard_A1
Removed Member From Class: ClassName=R27_Nets Member=Ard_A2
Removed Member From Class: ClassName=R28_Nets Member=Ard_A3
Removed Member From Class: ClassName=R24_Nets Member=Ard_A7
Removed Member From Class: ClassName=J2_Nets Member=Ard_D9
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D9
Removed Member From Class: ClassName=J2_Nets Member=Ard_D10
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D10
Removed Member From Class: ClassName=J2_Nets Member=Ard_D11
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D11
Removed Member From Class: ClassName=J2_Nets Member=Ard_D12
Removed Member From Class: ClassName=TB1_Nets Member=Ard_D12
Removed Member From Class: ClassName=R28_Nets Member=V3P3
Removed Member From Class: ClassName=R26_Nets Member=V5P0_S_Sense
Removed Member From Class: ClassName=R27_Nets Member=V5P0_Sense
Removed Member From Class: ClassName=R25_Nets Member=V12P0_Sense
Removed Member From Class: ClassName=R24_Nets Member=VCC_Sense
Change Component Footprint: Designator=R26 Old Footprint=RESC2013X50X30LL20T20 New Footprint=0603
Change Component Footprint: Designator=R24 Old Footprint=RESC2013X50X30LL20T20 New Footprint=FP-CRCW0805-e3-IPC_C
Change Component Footprint: Designator=R25 Old Footprint=RESC2013X50X30LL20T20 New Footprint=FP-CRCW0805-e3-IPC_C
Change Component Footprint: Designator=R27 Old Footprint=RESC2013X50X30LL20T20 New Footprint=RESC1609X50X30NL8T20
Change Component Footprint: Designator=R28 Old Footprint=RESC2013X50X30LL20T20 New Footprint=RESC1609X50X30NL8T20
Change Component Comment : Designator=R27 Old Comment=CRCW08050000Z0EA New Comment=CRCW060310K0FKEA
Change Component Comment : Designator=R28 Old Comment=CRCW08050000Z0EA New Comment=CRCW060310K0FKEA
Change Component Comment : Designator=R25 Old Comment=CRCW08050000Z0EA New Comment=CRCW0805160KFKEA
Change Component Comment : Designator=R24 Old Comment=CRCW08050000Z0EA New Comment=CRCW0805470KFKEA
Change Component Comment : Designator=R26 Old Comment=CRCW08050000Z0EA New Comment=RC0603FR-0710KL
Change Managed Component Library Link : Designator=R24 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=72A97697-1645-4E73-8D16-EA222C200573 Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=4D2D6D3C-3064-4DF3-B8A2-03730CAE775F
Change Managed Component Library Link : Designator=R25 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=1D54DB4C-C8A1-4172-9977-0C4CAF0559DA Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=2A619318-5737-4240-B066-446582736BAD
Change Managed Component Library Link : Designator=R27 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=1DB640A7-01FA-40C0-9C6B-F8AB2FC9493E Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=CD1C2C1B-133A-4F07-A6D2-1D76A18A9CF7
Change Managed Component Library Link : Designator=R28 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID=1DB640A7-01FA-40C0-9C6B-F8AB2FC9493E Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=CD1C2C1B-133A-4F07-A6D2-1D76A18A9CF7
Change Managed Component Library Link : Designator=R26 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID= Old ItemGUID=78462138-499A-4A0D-A527-3027AB8F838F New ItemGUID= Old RevisionGUID=B8426C4C-D616-46EA-83DD-42D624EF6A27 New RevisionGUID=
Change component parameters: Designator = "M4" ("M4"); Footprint = "TRANS_NexFET_Q5"; UniqueID = "\TGPOKRRE\JAQYGXUC" ("\TGPOKRRE\JAQYGXUC")
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "155 degC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55 degC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "5000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "2-Pin Surface Mount Device, Body 1.575 x 0.85 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "Unknown"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHSCompliant"; Value = "true"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "75 V"; VariantName = "[No Variations]"
Added Component: Designator=R31(RESC1608X55X25ML10T15)
Add component (AddParameter): Name = "Manufacturer"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "RC0603FR-071K65L"; VariantName = "[No Variations]"
Added Component: Designator=R32(RESC1609X50X30NL8T20)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.vishay.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/11809/0900766b80d98afc-11809037.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "06/2012"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.45 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "1.55 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Vishay Semiconductor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "155 degC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55 degC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "5000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "2-Pin Surface Mount Device, Body 1.575 x 0.85 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "Unknown"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHSCompliant"; Value = "true"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "75 V"; VariantName = "[No Variations]"
Added Component: Designator=R33(RESC1609X50X30NL8T20)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.vishay.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/11809/0900766b80d98afc-11809037.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "06/2012"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.45 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "1.55 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Vishay Semiconductor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "155 degC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55 degC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "5000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "2-Pin Surface Mount Device, Body 1.575 x 0.85 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "Unknown"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHSCompliant"; Value = "true"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "75 V"; VariantName = "[No Variations]"
Added Component: Designator=R34(RESC1609X50X30NL8T20)
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Manufacturer URL"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.vishay.com/"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/11809/0900766b80d98afc-11809037.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "DatasheetVersion"; Value = "06/2012"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.45 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "1.55 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Vishay Semiconductor"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "155 degC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55 degC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "5000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "2-Pin Surface Mount Device, Body 1.575 x 0.85 mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "Unknown"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHSCompliant"; Value = "true"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "75 V"; VariantName = "[No Variations]"
Added Component: Designator=R35(RESC1608X55X25ML10T15)
Add component (AddParameter): Name = "Manufacturer"; Value = "Yageo"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "RC0603FR-071K65L"; VariantName = "[No Variations]"
Added Component: Designator=U5(FP-SOT403-1-IPC_A)
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Added Component: Designator=U6(FP-PI3740-00-LGIZ-MFG)
Add component (AddParameter): Name = "Case/Package"; Value = "LGA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Efficiency"; Value = "96%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "UVLO"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Input Voltage"; Value = "60V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "115°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Current"; Value = "6.5A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Input Voltage"; Value = "8V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tray"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "Cool-Power® (140W)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Output 1"; Value = "50V"; VariantName = "[No Variations]"
Added Component: Designator=U7(FP-SOT-89-7098166-MFG)
Add component (AddParameter): Name = "Accuracy"; Value = "4%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "SOT-89"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Plating"; Value = "Tin"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dropout Voltage"; Value = "1.7V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "1.6mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "4.6mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Input Voltage"; Value = "30V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Current"; Value = "100mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Input Voltage"; Value = "7V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "0°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Output Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Nominal Output Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Regulators"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Current"; Value = "100mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Type"; Value = "Fixed"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Voltage Accuracy"; Value = "4%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Polarity"; Value = "Positive"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Supply Rejection Ratio (PSRR)"; Value = "49dB"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Quiescent Current"; Value = "6mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = "0.004603oz"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "2.6mm"; VariantName = "[No Variations]"
Added Component: Designator=U8(FP-PI3740-00-LGIZ-MFG)
Add component (AddParameter): Name = "Case/Package"; Value = "LGA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Efficiency"; Value = "96%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "UVLO"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Input Voltage"; Value = "60V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "115°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Current"; Value = "6.5A"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Input Voltage"; Value = "8V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tray"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "Cool-Power® (140W)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Output 1"; Value = "50V"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=C22-1
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C24-1
Added Pin To Net: NetName=GND Pin=C24-2
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C25-1
Added Pin To Net: NetName=GND Pin=C25-2
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C26-1
Added Pin To Net: NetName=GND Pin=C26-2
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C27-1
Added Pin To Net: NetName=GND Pin=C27-2
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C28-1
Added Pin To Net: NetName=GND Pin=C28-2
Added Pin To Net: NetName=V12P0 Pin=C29-1
Added Pin To Net: NetName=GND Pin=C29-2
Added Pin To Net: NetName=V12P0 Pin=C30-1
Added Pin To Net: NetName=GND Pin=C30-2
Added Pin To Net: NetName=V12P0 Pin=C31-1
Added Pin To Net: NetName=GND Pin=C31-2
Added Pin To Net: NetName=V12P0 Pin=C32-1
Added Pin To Net: NetName=GND Pin=C32-2
Added Pin To Net: NetName=V12P0 Pin=C33-1
Added Pin To Net: NetName=GND Pin=C33-2
Added Pin To Net: NetName=V12P0 Pin=C34-1
Added Pin To Net: NetName=GND Pin=C34-2
Added Pin To Net: NetName=V12P0 Pin=C35-1
Added Pin To Net: NetName=GND Pin=C35-2
Added Pin To Net: NetName=V12P0 Pin=C36-1
Added Pin To Net: NetName=GND Pin=C36-2
Added Pin To Net: NetName=V12P0 Pin=C37-1
Added Pin To Net: NetName=GND Pin=C37-2
Added Pin To Net: NetName=V12P0 Pin=C38-1
Added Pin To Net: NetName=GND Pin=C38-2
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C42-1
Added Pin To Net: NetName=GND Pin=C42-2
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C43-1
Added Pin To Net: NetName=GND Pin=C43-2
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C44-1
Added Pin To Net: NetName=GND Pin=C44-2
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C45-1
Added Pin To Net: NetName=GND Pin=C45-2
Added Pin To Net: NetName=VCC_BATT_FILT Pin=C46-1
Added Pin To Net: NetName=GND Pin=C46-2
Added Pin To Net: NetName=V12P0 Pin=C47-1
Added Pin To Net: NetName=GND Pin=C47-2
Added Pin To Net: NetName=V12P0 Pin=C48-1
Added Pin To Net: NetName=GND Pin=C48-2
Added Pin To Net: NetName=V12P0 Pin=C49-1
Added Pin To Net: NetName=GND Pin=C49-2
Added Pin To Net: NetName=V12P0 Pin=C50-1
Added Pin To Net: NetName=GND Pin=C50-2
Added Pin To Net: NetName=V12P0 Pin=C51-1
Added Pin To Net: NetName=GND Pin=C51-2
Added Pin To Net: NetName=V12P0 Pin=C52-1
Added Pin To Net: NetName=GND Pin=C52-2
Added Pin To Net: NetName=V12P0 Pin=C53-1
Added Pin To Net: NetName=GND Pin=C53-2
Added Pin To Net: NetName=V12P0 Pin=C54-1
Added Pin To Net: NetName=GND Pin=C54-2
Added Pin To Net: NetName=V12P0 Pin=C55-1
Added Pin To Net: NetName=GND Pin=C55-2
Added Pin To Net: NetName=V12P0 Pin=C56-1
Added Pin To Net: NetName=GND Pin=C56-2
Added Pin To Net: NetName=VBAT_THRUSTERS Pin=R24-1
Added Pin To Net: NetName=Sense_COM Pin=R25-1
Added Pin To Net: NetName=Ard_D6 Pin=R26-1
Added Pin To Net: NetName=V3P3 Pin=R26-2
Added Pin To Net: NetName=V12P0 Pin=R30-1
Added Pin To Net: NetName=V12P0 Pin=R34-1
Added Pin To Net: NetName=V3P3 Pin=U5-1
Added Pin To Net: NetName=Ard_A0 Pin=U5-3
Added Pin To Net: NetName=V5P0 Pin=U5-7
Added Pin To Net: NetName=GND Pin=U5-8
Added Pin To Net: NetName=V5P0_Sense Pin=U5-12
Added Pin To Net: NetName=VCC_Sense Pin=U5-13
Added Pin To Net: NetName=V12P0_Sense Pin=U5-14
Added Pin To Net: NetName=V5P0_S_Sense Pin=U5-15
Added Pin To Net: NetName=V5P0 Pin=U5-16
Added Pin To Net: NetName=GND Pin=U6-B2
Added Pin To Net: NetName=GND Pin=U6-B3
Added Pin To Net: NetName=GND Pin=U6-B4
Added Pin To Net: NetName=GND Pin=U6-B5
Added Pin To Net: NetName=GND Pin=U6-B6
Added Pin To Net: NetName=GND Pin=U6-B7
Added Pin To Net: NetName=GND Pin=U6-B8
Added Pin To Net: NetName=GND Pin=U6-B9
Added Pin To Net: NetName=GND Pin=U6-C2
Added Pin To Net: NetName=GND Pin=U6-C3
Added Pin To Net: NetName=GND Pin=U6-C4
Added Pin To Net: NetName=GND Pin=U6-C5
Added Pin To Net: NetName=GND Pin=U6-C6
Added Pin To Net: NetName=GND Pin=U6-C7
Added Pin To Net: NetName=GND Pin=U6-C8
Added Pin To Net: NetName=GND Pin=U6-C9
Added Pin To Net: NetName=GND Pin=U6-D2
Added Pin To Net: NetName=GND Pin=U6-D3
Added Pin To Net: NetName=GND Pin=U6-D4
Added Pin To Net: NetName=GND Pin=U6-D5
Added Pin To Net: NetName=GND Pin=U6-D6
Added Pin To Net: NetName=GND Pin=U6-D7
Added Pin To Net: NetName=GND Pin=U6-D8
Added Pin To Net: NetName=GND Pin=U6-D9
Added Pin To Net: NetName=GND Pin=U6-E2
Added Pin To Net: NetName=GND Pin=U6-E3
Added Pin To Net: NetName=GND Pin=U6-E4
Added Pin To Net: NetName=GND Pin=U6-E5
Added Pin To Net: NetName=GND Pin=U6-E6
Added Pin To Net: NetName=GND Pin=U6-E7
Added Pin To Net: NetName=GND Pin=U6-E8
Added Pin To Net: NetName=GND Pin=U6-E9
Added Pin To Net: NetName=GND Pin=U6-F7
Added Pin To Net: NetName=GND Pin=U6-F8
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U6-G1
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U6-G2
Added Pin To Net: NetName=GND Pin=U6-G7
Added Pin To Net: NetName=GND Pin=U6-G8
Added Pin To Net: NetName=V12P0 Pin=U6-G13
Added Pin To Net: NetName=V12P0 Pin=U6-G14
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U6-H1
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U6-H2
Added Pin To Net: NetName=GND Pin=U6-H7
Added Pin To Net: NetName=GND Pin=U6-H8
Added Pin To Net: NetName=V12P0 Pin=U6-H13
Added Pin To Net: NetName=V12P0 Pin=U6-H14
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U6-J1
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U6-J2
Added Pin To Net: NetName=GND Pin=U6-J7
Added Pin To Net: NetName=GND Pin=U6-J8
Added Pin To Net: NetName=V12P0 Pin=U6-J13
Added Pin To Net: NetName=V12P0 Pin=U6-J14
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U6-K1
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U6-K2
Added Pin To Net: NetName=GND Pin=U6-K7
Added Pin To Net: NetName=GND Pin=U6-K8
Added Pin To Net: NetName=V12P0 Pin=U6-K13
Added Pin To Net: NetName=V12P0 Pin=U6-K14
Added Pin To Net: NetName=GND Pin=U8-E6
Added Pin To Net: NetName=GND Pin=U8-E7
Added Pin To Net: NetName=GND Pin=U8-E8
Added Pin To Net: NetName=GND Pin=U8-E9
Added Pin To Net: NetName=GND Pin=U8-F7
Added Pin To Net: NetName=GND Pin=U8-F8
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U8-G1
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U8-G2
Added Pin To Net: NetName=GND Pin=U8-G7
Added Pin To Net: NetName=GND Pin=U8-G8
Added Pin To Net: NetName=V12P0 Pin=U8-G13
Added Pin To Net: NetName=V12P0 Pin=U8-G14
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U8-H1
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U8-H2
Added Pin To Net: NetName=GND Pin=U8-H7
Added Pin To Net: NetName=GND Pin=U8-H8
Added Pin To Net: NetName=V12P0 Pin=U8-H13
Added Pin To Net: NetName=V12P0 Pin=U8-H14
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U8-J1
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U8-J2
Added Pin To Net: NetName=GND Pin=U8-J7
Added Pin To Net: NetName=GND Pin=U8-J8
Added Pin To Net: NetName=V12P0 Pin=U8-J13
Added Pin To Net: NetName=V12P0 Pin=U8-J14
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U8-K1
Added Pin To Net: NetName=VCC_BATT_FILT Pin=U8-K2
Added Pin To Net: NetName=GND Pin=U8-K7
Added Pin To Net: NetName=GND Pin=U8-K8
Added Pin To Net: NetName=V12P0 Pin=U8-K13
Added Pin To Net: NetName=V12P0 Pin=U8-K14
Added Pin To Net: NetName=EAO Pin=C40-2
Added Pin To Net: NetName=EAO Pin=C58-2
Added Pin To Net: NetName=EAO Pin=U6-A13
Added Pin To Net: NetName=EAO Pin=U8-A13
Added Net: Name=EAO
Added Pin To Net: NetName=MUX_EN_L Pin=J2-12
Added Pin To Net: NetName=MUX_EN_L Pin=TB1-12
Added Pin To Net: NetName=MUX_EN_L Pin=U5-6
Added Net: Name=MUX_EN_L
Added Pin To Net: NetName=MUX_S0 Pin=J2-13
Added Pin To Net: NetName=MUX_S0 Pin=TB1-13
Added Pin To Net: NetName=MUX_S0 Pin=U5-11
Added Net: Name=MUX_S0
Added Pin To Net: NetName=MUX_S1 Pin=J2-14
Added Pin To Net: NetName=MUX_S1 Pin=TB1-14
Added Pin To Net: NetName=MUX_S1 Pin=U5-10
Added Net: Name=MUX_S1
Added Pin To Net: NetName=MUX_S2 Pin=J2-15
Added Pin To Net: NetName=MUX_S2 Pin=TB1-15
